standardized_smiles,scaffold,pic50,split
NC1=N[C@@]2(c3cc(F)ccc3F)CO[C@@H](C3CC3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(C3CC3)CC2CS1,5.85,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Br)cn4)ccc3F)OCC[C@H]2CS1,O=C(Nc1cccc(C23N=CSCC2CCO3)c1)c1ccccn1,7.48,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(C(F)(F)F)cn4)ccc3F)CO[C@H](C(F)(F)F)[C@H]2CO1,O=C(Nc1cccc(C23COCC2COC=N3)c1)c1ccccn1,8.455,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)C[C@H]2CCS1,O=C(Nc1cccc(C23CC2CCSC=N3)c1)c1ccccn1,7.58,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)C[C@H]2COC1,O=C(Nc1cccc(C23CC2COCC=N3)c1)c1ccccn1,6.785,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)OCC[C@H]2CS1,O=C(Nc1cccc(C23N=CSCC2CCO3)c1)c1ccccn1,7.66,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CCC[C@H]2CS1,O=C(Nc1cccc(C23CCCC2CSC=N3)c1)c1ccccn1,7.505,validation
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1ccccn1,9.24,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@@]2(F)CS1,O=C(Nc1cccc(C23COCC2CSC=N3)c1)c1ccccn1,7.81,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1,O=C(Nc1cccc(C23COCC2CSC=N3)c1)c1ccccn1,7.92,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)OCC[C@H]2CS1,O=C(Nc1cccc(C23N=CSCC2CCO3)c1)c1ccccn1,6.8,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)COCC[C@H]2CS1,O=C(Nc1cccc(C23COCCC2CSC=N3)c1)c1ccccn1,8.05,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)CO[C@@H](C(F)(F)F)C[C@H]2CS1,O=C(Nc1cccc(C23COCCC2CSC=N3)c1)c1ccccn1,8.22,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)OCC[C@H]2CS1,O=C(Nc1cccc(C23N=CSCC2CCO3)c1)c1ccccn1,6.8,train
NC1=N[C@@]2(c3cc(NC(=O)c4ccccn4)ccc3F)OCC[C@H]2CS1,O=C(Nc1cccc(C23N=CSCC2CCO3)c1)c1ccccn1,6.07,train
NC1=N[C@@]2(c3cc(NC(=O)c4cnc(CO)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1cnccn1,9.24,train
NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCC5(F)CC5)cn4)ccc3F)COC[C@@]2(F)CO1,O=C(Nc1cccc(C23COCC2COC=N3)c1)c1cnc(OCC2CC2)cn1,7.59,test
NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)CCOC[C@H]2CC1(F)F,O=C(Nc1cccc(C23CCOCC2CCC=N3)c1)c1cnccn1,6.935,validation
NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)COCC[C@H]2CC1(F)F,O=C(Nc1cccc(C23COCCC2CCC=N3)c1)c1cnccn1,8.305,train
NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)CO[C@@H](CF)C[C@H]2CC1(F)F,O=C(Nc1cccc(C23COCCC2CCC=N3)c1)c1cnccn1,8.46,train
NC1=N[C@@]2(c3cc(NC(=O)c4ncc(Cl)cc4Cl)ccc3F)OCC[C@H]2CS1,O=C(Nc1cccc(C23N=CSCC2CCO3)c1)c1ccccn1,7.48,train
NC1=N[C@@]2(c3cc(NC(=O)c4ncc(F)cc4F)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1ccccn1,9.125,train
NC1=N[C@@]2(c3cc(NC(=O)c4ncccc4F)ccc3F)OCC[C@H]2CS1,O=C(Nc1cccc(C23N=CSCC2CCO3)c1)c1ccccn1,6.29,train
NC1=N[C@@]2(c3ccc(Cl)cc3F)COCC[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,4.99,train
NC1=N[C@@]2(c3ccc(F)cc3)COCC[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,5.12,train
NC1=N[C@@]2(c3ccc(F)cc3)CO[C@@H](C3CC3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(C3CC3)CC2CS1,6.24,train
NC1=N[C@@]2(c3ccc(F)cc3F)COCC[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,5.29,train
NC1=N[C@@]2(c3ccc(F)cc3F)COC[C@H]2CS1,C1=NC2(c3ccccc3)COCC2CS1,5.595,test
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C(F)F)C[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,6.7,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CC3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(C3CC3)CC2CS1,7.085,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CC3)C[C@H]2[C@@H](CF)S1,C1=NC2(c3ccccc3)COC(C3CC3)CC2CS1,6.46,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CCCO3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(C3CCCO3)CC2CS1,6.35,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CCO3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(C3CCO3)CC2CS1,5.88,validation
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](CC3CC3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(CC3CC3)CC2CS1,6.63,test
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](CF)C[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,5.97,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](CO)C[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,5.64,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](COCc3ccccc3)C[C@H]2CO1,C1=NC2(c3ccccc3)COC(COCc3ccccc3)CC2CO1,7.49,test
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H]([C@@H]3CCCO3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(C3CCCO3)CC2CS1,6.52,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(C(F)F)cc3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccc3)CC2CS1,7.55,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(Cl)cc3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccc3)CC2CS1,7.82,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)c(F)c3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccc3)CC2CS1,8.0,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)cc3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccc3)CC2CS1,7.85,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)cc3F)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccc3)CC2CS1,7.41,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)cn3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccn3)CC2CS1,6.63,validation
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc4c(c3)CCO4)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccc4c(c3)CCO4)CC2CS1,8.22,test
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc4c(c3)OCO4)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccc4c(c3)OCO4)CC2CS1,7.72,validation
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc4nccn4c3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccc4nccn4c3)CC2CS1,5.67,validation
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cccc(F)c3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccc3)CC2CS1,7.66,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccccc3C(F)(F)F)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccc3)CC2CS1,7.01,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccccc3F)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccc3)CC2CS1,7.07,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccccc3OC(F)(F)F)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccccc3)CC2CS1,7.68,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccn(C4CC4)n3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccn(C4CC4)n3)CC2CS1,6.35,validation
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccncn3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ccncn3)CC2CS1,6.41,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cn4cccnc4n3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3cn4cccnc4n3)CC2CS1,5.74,test
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cn[nH]c3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3cn[nH]c3)CC2CS1,6.22,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cncc(F)c3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3cccnc3)CC2CS1,7.42,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cncnc3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3cncnc3)CC2CS1,5.81,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(CC(F)(F)F)c3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3cn[nH]c3)CC2CS1,7.14,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc(C(F)(F)F)co3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ncco3)CC2CS1,6.33,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc(C(F)F)co3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ncco3)CC2CS1,6.64,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc4ccncc4o3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3nc4ccncc4o3)CC2CS1,5.3,test
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc4cnccc4o3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3nc4cnccc4o3)CC2CS1,6.62,test
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncc(F)cn3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ncccn3)CC2CS1,6.79,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncccn3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ncccn3)CC2CS1,6.01,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ncco3)CC2CS1,6.29,train
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nnco3)CC2CS1,C1=NC2(c3ccccc3)COC(c3nnco3)CC2CS1,5.66,train
NC1=N[C@@]2(c3ccc(F)s3)CN(c3ncc(F)cn3)C[C@H]2CS1,C1=NC2(c3cccs3)CN(c3ncccn3)CC2CS1,7.04,train
NC1=N[C@@]2(c3ccc(F)s3)CN(c3ncccn3)C[C@H]2CS1,C1=NC2(c3cccs3)CN(c3ncccn3)CC2CS1,6.78,train
NC1=N[C@@]2(c3ccc(O)cc3F)COCC[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,5.27,train
NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)C[C@H]2CCS1,O=C(Nc1cccc(C23CC2CCSC=N3)c1)c1ccccn1,8.3,train
NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(F)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1ccccn1,9.21,train
NC1=N[C@@]2(c3cccc(NC(=O)c4cnc(CO)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1cnccn1,9.32,train
NC1=N[C@@]2(c3cccc(NC(=O)c4ncc(F)cc4F)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1ccccn1,9.13,train
NC1=N[C@@]2(c3ccccc3)CN(c3ncc(F)cn3)C[C@H]2CS1,C1=NC2(c3ccccc3)CN(c3ncccn3)CC2CS1,7.19,test
NC1=N[C@@]2(c3ccccc3)COCC[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,4.98,train
NC1=N[C@@]2(c3ccccc3)CO[C@@H](C3CC3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(C3CC3)CC2CS1,5.89,train
NC1=N[C@@]2(c3ccccc3F)COCC[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,5.1,train
NC1=N[C@@]2(c3ccccc3F)CO[C@@H](C3CC3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(C3CC3)CC2CS1,6.38,train
NC1=N[C@@]2(c3ccccc3F)CO[C@@H](CF)C[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,6.08,train
NC1=N[C@@]2(c3ccccc3F)CO[C@@H](CO)C[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,5.08,train
NC1=N[C@@]2(c3ccccc3F)CO[C@@H](COC(=O)c3ccccc3)C[C@H]2CS1,O=C(OCC1CC2CSC=NC2(c2ccccc2)CO1)c1ccccc1,4.89,test
NC1=N[C@@]2(c3ccccc3F)CO[C@@H](COc3ccccc3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(COc3ccccc3)CC2CS1,6.08,validation
NC1=N[C@@]2(c3ccccc3F)CO[C@@H](COc3ccccn3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(COc3ccccn3)CC2CS1,5.62,test
NC1=N[C@@]2(c3ccccc3F)CO[C@@H](COc3cnccn3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(COc3cnccn3)CC2CS1,5.69,test
NC1=N[C@@]2(c3ccccc3F)CO[C@@H](COc3ncccn3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(COc3ncccn3)CC2CS1,5.09,validation
NC1=N[C@@]2(c3ccccc3OC(F)(F)F)COCC[C@H]2CS1,C1=NC2(c3ccccc3)COCCC2CS1,4.06,train
NC1=N[C@@]2(c3cccs3)CN(c3ncc(F)cn3)C[C@H]2CS1,C1=NC2(c3cccs3)CN(c3ncccn3)CC2CS1,7.095000000000001,train
NC1=N[C@@]2(c3cccs3)CN(c3ncccn3)C[C@H]2CS1,C1=NC2(c3cccs3)CN(c3ncccn3)CC2CS1,6.92,train
NC1=N[C@@]2(c3ccns3)CN(c3ncc(F)cn3)C[C@H]2CS1,C1=NC2(c3ccns3)CN(c3ncccn3)CC2CS1,6.76,train
NC1=N[C@@]2(c3cnccn3)CN(c3ncc(F)cn3)C[C@H]2CS1,C1=NC2(c3cnccn3)CN(c3ncccn3)CC2CS1,6.33,test
NC1=N[C@@]2(c3nc(NC(=O)c4ccc(Cl)cn4)cs3)CO[C@@H](C(F)(F)F)C[C@H]2CO1,O=C(Nc1csc(C23COCCC2COC=N3)n1)c1ccccn1,6.51,train
NC1=N[C@@]2(c3nc(NC(=O)c4ccc(OC(F)F)cn4)cs3)COC3(CCC3)C[C@H]2CO1,O=C(Nc1csc(C23COC4(CCC4)CC2COC=N3)n1)c1ccccn1,6.07,train
NC1=N[C@@]2(c3nc(NC(=O)c4ccc(OC(F)F)cn4)cs3)CO[C@@H](C(F)(F)F)C[C@H]2CO1,O=C(Nc1csc(C23COCCC2COC=N3)n1)c1ccccn1,6.43,train
NC1=N[C@@]2(c3nc(NC(=O)c4cnc(OC(F)F)cn4)cs3)COC3(CCC3)C[C@H]2CO1,O=C(Nc1csc(C23COC4(CCC4)CC2COC=N3)n1)c1cnccn1,5.64,validation
NC1=N[C@@]2(c3nc(NC(=O)c4cnc(OC(F)F)cn4)cs3)CO[C@@H](C(F)(F)F)C[C@H]2CO1,O=C(Nc1csc(C23COCCC2COC=N3)n1)c1cnccn1,6.91,train
NC1=N[C@@]2(c3nc(NC(=O)c4ncc(OC(F)F)cc4Cl)cs3)COC3(CCC3)C[C@H]2CO1,O=C(Nc1csc(C23COC4(CCC4)CC2COC=N3)n1)c1ccccn1,6.25,train
NC1=N[C@@]2(c3nc(NC(=O)c4ncc(OC(F)F)cc4Cl)cs3)CO[C@@H](C(F)(F)F)C[C@H]2CO1,O=C(Nc1csc(C23COCCC2COC=N3)n1)c1ccccn1,6.74,train
NC1=N[C@](CF)(c2cc(-c3cnc(OCF)cn3)ccc2F)CCC1(F)F,C1=NC(c2cccc(-c3cnccn3)c2)CCC1,8.05,train
NC1=N[C@](CF)(c2cc(-c3cncc(-c4nnco4)c3)ccc2F)C[C@@H](C(F)(F)F)O1,C1=NC(c2cccc(-c3cncc(-c4nnco4)c3)c2)CCO1,5.08,validation
NC1=N[C@](CF)(c2cc(-c3nc4ccc(Cl)cc4o3)ccc2F)C[C@@H](C(F)(F)F)O1,C1=NC(c2cccc(-c3nc4ccccc4o3)c2)CCO1,5.91,validation
NC1=N[C@](CF)(c2cc(Br)ccc2F)CS(=O)(=O)C12CCC2,O=S1(=O)CC(c2ccccc2)N=CC12CCC2,5.45,train
NC1=N[C@](CF)(c2cc(C#Cc3cc(Cl)ccn3)ccc2F)[C@@H]2C[C@]2(CF)S1,C(#Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,5.95,train
NC1=N[C@](CF)(c2cc(C#Cc3ccc(Cl)cn3)ccc2F)[C@@H]2C[C@]2(CF)S1,C(#Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,6.74,train
NC1=N[C@](CF)(c2cc(C#Cc3ccc(OC(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,C(#Cc1ccccn1)c1cccc(C2CCOC=N2)c1,5.57,train
NC1=N[C@](CF)(c2cc(C#Cc3ccc(OC4CCC4)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,C(#Cc1ccc(OC2CCC2)cn1)c1cccc(C2CCOC=N2)c1,4.955,train
NC1=N[C@](CF)(c2cc(C#Cc3ccc(OCc4ncco4)cn3)ccc2F)[C@@H]2C[C@]2(CF)S1,C(#Cc1ccc(OCc2ncco2)cn1)c1cccc(C2N=CSC3CC32)c1,6.13,train
NC1=N[C@](CF)(c2cc(C#Cc3ccc4[nH]ccc4c3)ccc2F)C[C@@H](C(F)(F)F)O1,C(#Cc1ccc2[nH]ccc2c1)c1cccc(C2CCOC=N2)c1,5.99,validation
NC1=N[C@](CF)(c2cc(C#Cc3ccc4cc[nH]c4c3)ccc2F)C[C@@H](C(F)(F)F)O1,C(#Cc1ccc2cc[nH]c2c1)c1cccc(C2CCOC=N2)c1,5.585,test
NC1=N[C@](CF)(c2cc(C#Cc3cccc4[nH]ccc34)ccc2F)C[C@@H](C(F)(F)F)O1,C(#Cc1cccc2[nH]ccc12)c1cccc(C2CCOC=N2)c1,5.465,test
NC1=N[C@](CF)(c2cc(C#Cc3cccc4cc[nH]c34)ccc2F)C[C@@H](C(F)(F)F)O1,C(#Cc1cccc2cc[nH]c12)c1cccc(C2CCOC=N2)c1,5.295,validation
NC1=N[C@](CF)(c2cc(C#Cc3ncc(Cl)cn3)ccc2F)[C@@H]2C[C@]2(/C=C/C(=O)N2CCOCC2)S1,O=C(C=CC12CC1C(c1cccc(C#Cc3ncccn3)c1)N=CS2)N1CCOCC1,7.68,train
NC1=N[C@](CF)(c2cc(C(=O)NC3CC3)ccc2F)C[C@@H](C(F)(F)F)O1,O=C(NC1CC1)c1cccc(C2CCOC=N2)c1,4.94,validation
NC1=N[C@](CF)(c2cc(NC(=O)c3cc4ccccc4cn3)ccc2F)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cc2ccccc2cn1,6.3,validation
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.404999999999999,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.33,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2Cl)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.49,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.875,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)cnc2F)[C@H]2C[C@H]2O1,O=C(Nc1cncc(C2N=COC3CC32)c1)c1ccccn1,6.9,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C#CC4CC4)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccc(C#CC2CC2)cn1,7.05,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C#CC4CC4)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccc(C#CC2CC2)cn1,7.175,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)[C@H]2COCC[C@H]2O1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1ccccn1,7.77,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.1,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.32,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)[C@H]2CC2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.01,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.1850000000000005,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.17,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COC1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,7.58,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.625,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.68,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cnc2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cncc(C2CCOC=N2)c1)c1ccccn1,6.695,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cnc2F)[C@H]2C[C@H]2O1,O=C(Nc1cncc(C2N=COC3CC32)c1)c1ccccn1,6.78,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2Cl)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,6.54,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.055,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2nncc21,O=C(Nc1cccc(C2Cn3nncc3C=N2)c1)c1ccccn1,8.235,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)[C@H]2COCC[C@H]2O1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1ccccn1,8.01,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(OCC(F)(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,6.975,train
NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(OCF)cn3)ccc2Cl)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.0,train
NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(-n4cncn4)cn3)ccc2F)[C@H]2COCC[C@H]2O1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1cnc(-n2cncn2)cn1,7.77,train
NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(C(F)(F)F)cn3)ccc2F)[C@H]2COCC[C@H]2O1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1cnccn1,7.369999999999999,train
NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)[C@H]2COCC[C@H]2O1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1cnccn1,7.66,train
NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(Cl)cn3)cc(F)c2F)[C@H]2[C@@H](S1)C2(F)F,O=C(Nc1cccc(C2N=CSC3CC32)c1)c1cnccn1,7.885,train
NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)[C@@H]2C[C@]2(C(F)F)S1,O=C(Nc1cccc(C2N=CSC3CC32)c1)c1cnccn1,8.615,train
